fid;ID;CD_GEOCODM;NM_MUNICIP;CODIGO;V8Mo;V8d;V8;V1;V2;V3;V4;V5;V6;V7;I_V1;CL_V1;I_V2;CL_V2;I_V3;CL_V3;I_V4;CL_V4;I_V5;CL_V5;I_V6;CL_V6;I_V7;CL_V7;I_V8;CL_V8;DB2001;HB2001;LTB2001;DBC2001;HBC2001;LTBC2001;DM2001_2009;HM2001_2009;LTM2001_2009;CMD20012009;CMH20012009;CMLT20012009
27;385;5202502;ARUANÃ;5202502;2404;7457;3,1;37,94;70,01;18,93;12,56;67,34;30,53;10,19;0,422662035;0;-0,026155532;0;-0,020926823;0;-0,041619855;3;0,734472543;1;-0,002933831;0;0,032117233;0;-0,074028605;0;1161,326953;39,57279823;1,4622868;Hiperendem;MuitoAlto;Medio;607,593;35,386;7,0763;MuitoAlto;MuitoAlto;Alto
28;386;5202601;AURILÂNDIA;5202601;1362;3621;2,66;17,03;97,58;18,36;15,1;58,27;32,97;11,09;0,189387948;0;-0,455899874;0;-0,038959043;0;-0,211669307;0;-0,02648951;4;-0,007947328;0;0,065373327;0;1,696409795;2;245,5041964;49,53918156;2,528967113;Alto;Hiperendem;Medio;697,3291;45,671;12,5411;MuitoAlto;Hiperendemico;MuitoAlto
29;387;5202809;AVELINÓPOLIS;5202809;853;2439;2,86;22,27;69,64;19,93;12,39;51,22;34,11;12,19;0,370439274;2;0,073222545;0;0,099935999;2;0,02292966;0;0,047939482;0;-0,04605098;0;-0,005492099;0;0,026377913;0;203,8716166;137,6697722;27,73810146;Alto;Hiperendem;Hiperendem;605,1888;117,675;4,4973;MuitoAlto;Hiperendemico;Medio
30;388;5203104;BALIZA;5203104;1269;3708;2,92;71,63;82,43;70,69;16,98;65,32;56,11;34,59;-1,247905853;0;0,187722708;0;0,121468086;0;0,190694583;0;0,354021014;0;0,054699514;0;-0,170349199;0;0,219394936;0;478,1841184;48,94556588;301,5585928;MuitoAlto;Hiperendem;Hiperendem;615,6487;55,86;249,0783;MuitoAlto;Hiperendemico;Hiperendemico
31;389;5203203;BARRO ALTO;5203203;2514;8622;3,43;20,92;93,16;17,38;12,02;58,98;25,93;7,76;-0,530740155;3;-0,280118839;0;-0,201993931;0;-0,15645725;0;0,095696641;1;-0,236997375;0;-0,206071273;0;1,541301911;1;8775,849537;112,4532917;59,33660517;Hiperendem;Hiperendem;Hiperendem;2331,6645;64,295;29,1458;Hiperendemico;Hiperendemico;Hiperendemico
32;390;5203302;BELA VISTA DE GOIÁS;5203302;8118;24360;3;43,11;61,43;13,51;9,66;48,79;24,24;7,87;0,668664697;0;0,050467219;0;0,120802991;0;0,784913469;2;0,509764621;2;0,450853019;0;0,28935108;0;-0,036513586;0;845,3577865;29,09953668;0,510728568;MuitoAlto;MuitoAlto;Baixo;1327,251;22,962;1,0227;Hiperendemico;MuitoAlto;Medio
33;391;5203401;BOM JARDIM DE GOIÁS;5203401;2828;8316;2,94;31,12;98,3;25,11;15,44;60,39;37,55;14,99;0,090771033;0;0,349233332;0;0,158417933;0;0,122394792;0;0,062618365;0;0,125619909;0;0,141685743;0;0,393226209;2;1329,970482;115,5639367;41,09397519;Hiperendem;Hiperendem;Hiperendem;1433,9047;67,606;112,6419;Hiperendemico;Hiperendemico;Hiperendemico
34;392;5203500;BOM JESUS DE GOIÁS;5203500;6547;20557;3,14;30,38;67,48;6,89;11,03;53,47;25,69;9,44;0,020872367;0;0,050439529;0;0,648668618;2;-0,23987266;0;0,232025374;0;0,484891021;2;0,198512902;2;-0,188494489;0;1538,15161;29,58572516;0,597733586;Hiperendem;MuitoAlto;Baixo;642,2399;30,762;6,4197;MuitoAlto;MuitoAlto;Alto
35;393;5203559;BONFINÓPOLIS;5203559;2363;7503;3,18;12,99;92,38;7,24;11,07;53,91;30,64;10,11;0,235206603;0;-0,357686195;0;0,744875687;2;0,195838433;0;0,141992384;0;0,020596004;0;-0,030237381;0;0,374170683;0;290,8925985;39,44323558;1,457503968;Alto;MuitoAlto;Medio;268,8084;49,084;1,9785;Alto;Hiperendemico;Medio
36;394;5203575;BONÓPOLIS;5203575;1022;3111;3,04;43,25;59,88;36,59;19,3;67,34;41,88;14,58;1,450802731;1;0,017819296;0;1,083638787;1;1,26280742;0;0,962895174;1;1,088909918;1;0,384627576;1;0,002165449;0;1035,622855;109,4381343;60,97729616;Hiperendem;Hiperendem;Hiperendem;538,0288;38,776;37,7714;MuitoAlto;MuitoAlto;Hiperendemico
37;395;5203609;BRAZABRANTES;5203609;1082;3220;2,98;22;96,12;15,8;11,25;51,83;26,52;7,86;0,245190752;0;0,170363264;0;0,436813001;2;0,246662263;0;0,238507802;0;0,279816481;0;0,356531188;2;-0,191689026;0;846,943711;12,61940636;2,741611788;MuitoAlto;Alto;Medio;536,39;17,727;1,8724;MuitoAlto;Alto;Medio
38;396;5203807;BRITÂNIA;5203807;1848;5483;2,97;28,73;72,73;15,64;15,26;64,97;32,95;10,44;0,00732311;0;-7,44289E-05;0;-0,035589339;0;0,243372619;0;0,313742488;0;-0,006891499;0;0,093137206;0;0,161576229;0;146,0675844;106,700905;1,870984661;Medio;Hiperendem;Medio;567,3062;103,021;3,3128;MuitoAlto;Hiperendemico;Medio
39;397;5203906;BURITI ALEGRE;5203906;3152;8962;2,84;10,12;70,78;4,98;9,72;40,09;25,29;8,03;0,625849927;0;0,059775746;0;0,806423335;2;0,753350815;2;2,337407308;2;0,704462012;2;0,409514357;2;0,598149367;0;89,39766691;52,552488;1,25030368;Baixo;Hiperendem;Medio;811,0083;29,639;2,5376;MuitoAlto;MuitoAlto;Medio
40;398;5203939;BURITI DE GOIÁS;5203939;939;2556;2,72;16,4;97,98;17,36;12,32;58,09;26,62;8,73;0,110570938;0;0,400798796;0;-0,123002723;0;0,012051555;0;-0,010741284;0;0,304875328;0;0,241660917;0;1,887347715;2;233,1730982;110,1761273;3,185145366;Alto;Hiperendem;Medio;598,6037;37,912;4,4591;MuitoAlto;MuitoAlto;Medio
41;399;5203962;BURITINÓPOLIS;5203962;962;3308;3,44;33,47;86,17;40,54;17,38;73,44;54,57;26,72;-0,121646071;0;0,230311412;0;0,999769005;1;2,038486631;1;2,175953151;1;4,738981856;1;4,393167245;1;2,900351383;1;1326,496441;52,85447353;2,697901799;Hiperendem;Hiperendem;Medio;477,2143;63,556;4,3556;MuitoAlto;Hiperendemico;Medio
42;400;5204003;CABECEIRAS;5204003;2308;7324;3,17;25,52;78,51;21,75;14,28;69,15;46,06;18,59;0,246340794;0;-0,158039909;0;-0,00387093;0;-0,343019554;0;0,756137796;0;-0,03765308;0;-0,015949939;0;0,622190533;0;69,60203461;6,844835807;1,488334819;Baixo;Medio;Medio;327,5725;13,416;1,8982;MuitoAlto;Alto;Medio
43;401;5204102;CACHOEIRA ALTA;5204102;3401;10328;3,04;26,11;25,37;22,73;11,93;45,55;20,35;6,76;0,093395077;0;3,707478894;2;-0,055423329;4;0,108836338;0;1,122336491;2;1,260333295;2;0,532817233;2;0,009731562;0;5563,748326;46,14649818;17,52498015;Hiperendem;Hiperendem;MuitoAlto;794,0791;26,253;7,8859;MuitoAlto;MuitoAlto;Alto
44;402;5204201;CACHOEIRA DE GOIÁS;5204201;494;1417;2,87;17,21;84,82;16,8;12,99;58,65;33,81;8,1;-0,176180684;0;0,140720368;0;-0,242159945;0;0,01855326;0;-0,047973586;0;0,004953381;0;0,147810471;0;1,04625925;2;477,1125277;20,17692871;4,378623245;MuitoAlto;MuitoAlto;Medio;270,0583;26,917;2,9634;Alto;MuitoAlto;Medio
45;403;5204250;CACHOEIRA DOURADA;5204250;2741;8247;3,01;23,28;56,48;11,75;14,31;53,6;28,24;10,73;-0,113432249;0;0,401960346;0;0,604441216;0;0,082638042;0;0,201759363;0;0,381036944;0;0,12358544;0;0,012641606;0;863,9922376;36,52904775;1,34991791;MuitoAlto;MuitoAlto;Medio;1269,9519;31,335;1,0375;Hiperendemico;MuitoAlto;Medio
46;404;5204300;CAÇU;5204300;4309;13023;3,02;23,58;39,66;19,77;9,34;33,32;16,31;3,6;0,22569336;2;2,815138273;2;0,084595586;2;0,246569542;0;1,115619121;0;1,546978648;2;0,756207661;2;0,01938496;0;3787,176973;24,24651335;21,01014333;Hiperendem;MuitoAlto;Hiperendem;1043,1513;18,096;10,3233;Hiperendemico;Alto;MuitoAlto
47;405;5204409;CAIAPÔNIA;5204409;5676;16438;2,9;24,4;49,31;23,54;14,29;60,58;31,54;11,45;-0,09793039;0;-0,027297778;0;0,06234332;0;-0,086783356;0;-0,026456968;0;0,015542646;0;0,00400411;0;0,19691076;0;1713,231122;41,46932881;71,49489832;Hiperendem;Hiperendem;Hiperendem;1100,9184;35,992;37,9691;Hiperendemico;MuitoAlto;Hiperendemico
48;406;5204508;CALDAS NOVAS;5204508;23014;69923;3,04;15,86;36,66;4,13;6,88;49,11;20,6;6,12;0,34031418;0;0,851274384;0;0,42971262;0;1,292218079;2;0,997094902;2;0,9271415;2;0,491065536;2;0,030829378;0;412,7220643;39,69230635;7,120316023;MuitoAlto;MuitoAlto;Alto;1093,0854;23,902;1,523;Hiperendemico;MuitoAlto;Medio
49;407;5204557;CALDAZINHA;5204557;1101;3325;3,02;41,78;53,86;27,52;10,98;48,72;36,88;18,89;0,090557917;0;0,002324365;0;-0,168503294;0;0,286891981;0;0,339058534;0;-0,144228066;0;-0,307317962;0;-0,078597023;0;239,7905612;12,41031581;2,696269378;Alto;Alto;Medio;476,6731;24,347;1,8423;MuitoAlto;MuitoAlto;Medio
50;408;5204607;CAMPESTRE DE GOIÁS;5204607;1068;3383;3,17;31,93;98,22;29,78;12,05;66,19;38,48;13,95;-0,153279516;0;-1,83792267;4;-0,462578667;4;0,090993258;0;0,069315114;0;-0,202405889;0;-0,11031705;0;0,142725809;0;667,1509259;12,24943252;22,56940735;MuitoAlto;Alto;Hiperendem;931,4997;36,908;13,1482;MuitoAlto;MuitoAlto;MuitoAlto
51;409;5204656;CAMPINAÇU;5204656;1208;3656;3,03;41,56;92,3;40,81;13,03;55,85;41,64;17,63;-0,27187047;0;-0,163018959;0;-0,302496964;0;0,005113272;0;-0,198517054;3;0,30497;0;0,252216725;0;-0,060169084;0;165,0373405;11,63011952;59,23676702;Medio;Alto;Hiperendem;345,0547;33,702;59,9993;MuitoAlto;MuitoAlto;Hiperendemico
52;410;5204706;CAMPINORTE;5204706;3422;10999;3,21;26,33;68,47;15,43;12,53;64,23;33,96;11,22;0,003834753;0;0,098725023;0;-0,084195102;0;0,004650217;0;0,388965456;0;0,053994053;0;-0,035346124;0;0,005283228;0;501,4810494;83,30073024;32,41825399;MuitoAlto;Hiperendem;Hiperendem;668,6413;38,495;26,8949;MuitoAlto;MuitoAlto;Hiperendemico
53;411;5204805;CAMPO ALEGRE DE GOIÁS;5204805;1926;6017;3,12;29,75;76,12;23,88;11,46;51,52;24,92;7,84;-0,187626201;4;-0,165374742;4;-0,144527622;0;0,429916558;2;0,742178813;2;0,828165196;2;0,447556368;0;0,002246089;0;133,0382484;7,993063453;1,737709426;Medio;Medio;Medio;735,7972;17,423;4,2085;MuitoAlto;Alto;Medio
54;412;5204854;CAMPO LIMPO DE GOIÁS;5204854;1910;6237;3,27;35,86;80,47;15,5;13,53;56,79;33,93;9,79;-0,122887571;0;-0,044333972;0;0,155717505;0;-0,239139822;4;0,05730748;0;-0,031625151;0;0,045893535;0;0,26517553;0;2268,140243;7,777472692;1,690893405;Hiperendem;Medio;Medio;1174,8502;15,741;2,0658;Hiperendemico;Alto;Medio
55;413;5204904;CAMPOS BELOS;5204904;5356;18337;3,42;15,57;47,72;9,15;15,14;77,21;46,15;21,71;-0,812213639;0;-0,902557157;3;-1,004943623;3;1,709144361;1;3,928810284;1;3,407609163;1;4,325568681;1;2,37994445;1;4518,981282;58,00710077;45,59751634;Hiperendem;Hiperendem;Hiperendem;852,3243;60,055;32,6387;MuitoAlto;Hiperendemico;Hiperendemico
56;414;5204953;CAMPOS VERDES;5204953;1665;4983;2,99;40,18;91,53;22,82;18,8;70;53,33;26,85;0,549641608;0;0,367551293;0;0,050725295;0;0,27658595;0;0,852156843;0;0,94775682;0;0,348235248;0;-0,019309707;0;199,1433839;505,5517293;32,04643939;Medio;Hiperendem;Hiperendem;384,5953;146,289;15,4807;MuitoAlto;Hiperendemico;MuitoAlto
57;415;5205000;CARMO DO RIO VERDE;5205000;3007;8876;2,95;21,02;74,86;18,86;10,68;53,82;36,45;13,54;0,297910139;0;-0,037073595;0;0,05169841;0;0,325688863;0;0,223683033;0;-0,108984624;0;-0,103410224;0;0,245094477;0;589,1468189;53,13441445;20,17648893;MuitoAlto;Hiperendem;Hiperendem;887,2096;37,342;8,9136;MuitoAlto;MuitoAlto;Alto
58;416;5205059;CASTELÂNDIA;5205059;1203;3629;3,02;24,11;68,08;8,4;23,36;64,9;35,33;14,3;0,180446083;0;0,079444044;0;0,906416421;2;-1,419888002;0;-0,331897437;0;-0,27607987;4;-0,23372893;4;-0,033708725;0;407,3929376;49,65209115;2,534721197;MuitoAlto;Hiperendem;Medio;818,1259;30,634;1,8367;MuitoAlto;MuitoAlto;Medio
59;417;5205109;CATALÃO;5205109;27922;86223;3,09;7,1;45,67;5,33;6,28;41,55;15,61;4,54;0,762562345;0;0,107169741;0;0,422802871;0;1,570515118;2;2,478898689;2;1,456993017;2;0,740661106;2;-0,090919128;0;1182,663091;50,56921303;6,951681136;Hiperendem;Hiperendem;Alto;685,1499;22,284;4,6332;MuitoAlto;MuitoAlto;Medio
60;418;5205208;CATURAÍ;5205208;1513;4680;3,09;28,55;62,59;19,56;13,09;58,07;33,18;9,65;-0,027505306;0;0,094155863;0;0,149249655;2;-0,036966281;0;-0,003593479;0;-0,014809497;0;0,133837993;0;0,027353103;0;171,8327618;57,39529588;2,11991131;Medio;Hiperendem;Medio;649,6248;29,968;2,9141;MuitoAlto;MuitoAlto;Medio
61;419;5205307;CAVALCANTE;5205307;2682;9340;3,48;47,35;84,53;49,03;26,4;83,72;56,86;35,38;0,141823088;0;0,057098888;0;0,936780733;0;3,862851225;1;4,267433975;1;2,986190701;1;4,698658655;1;2,701781235;1;22,92227754;23,72003753;1,211990094;Baixo;MuitoAlto;Medio;339,1121;23,508;103,1179;MuitoAlto;MuitoAlto;Hiperendemico
62;420;5205406;CERES;5205406;6838;20671;3,02;7,79;62,06;6,6;7,81;50,8;20,59;5,37;0,03956647;0;-0,150887571;0;-0,134665594;0;0,59800984;0;0,293097132;0;-0,023746238;0;0,218686245;0;0,099025487;2;4766,762097;69,97795211;14,03848127;Hiperendem;Hiperendem;MuitoAlto;1835,1196;52,198;5,7168;Hiperendemico;Hiperendemico;Alto
63;421;5205455;CEZARINA;5205455;2386;7503;3,14;20,33;94,76;20,62;10,55;58,85;33,07;10,73;-0,090257677;0;-0,043887657;0;0,010544906;0;0,095790677;0;-0,067013879;4;-0,018270555;0;0,091932704;0;-0,284871523;4;735,7852345;61,1899878;1,455599585;MuitoAlto;Hiperendem;Medio;577,5435;40,744;6,4184;MuitoAlto;Hiperendemico;Alto
64;422;5205471;CHAPADÃO DO CÉU;5205471;2096;7000;3,34;15,79;29,2;12,83;6,23;54,68;10,31;2,91;0,377879012;0;0,91345939;0;-0,005510183;0;0,65497401;0;0,018278284;0;2,122306731;2;0,948259493;2;0,392250351;0;1299,962235;30,28831703;13,12118865;Hiperendem;MuitoAlto;MuitoAlto;542,078;21,846;6,9386;MuitoAlto;MuitoAlto;Alto
65;423;5205497;CIDADE OCIDENTAL;5205497;15862;55810;3,52;11,63;44,24;6,59;8,32;65,37;30,34;10,82;0,257379907;0;1,47804565;2;1,113256528;2;1,579116213;2;0,274175646;0;0,110992187;0;0,048473997;0;3,424834129;1;203,9918926;14,97858852;3,709522125;Alto;Alto;Medio;970,5871;13,418;1,4193;MuitoAlto;Alto;Medio
66;424;5205513;COCALZINHO DE GOIÁS;5205513;5272;17143;3,25;45,73;81,13;24,13;12,76;65,58;41,81;17,05;0,851233702;0;0,019608648;0;0,063516319;0;0,002272253;0;0,529530372;1;0,810974573;1;0,417802529;0;1,254913166;1;269,9086094;113,6511507;0,702596376;Alto;Hiperendem;Baixo;880,6496;42,518;10,3779;MuitoAlto;Hiperendemico;MuitoAlto
67;425;5205521;COLINAS DO SUL;5205521;1086;3399;3,13;34,25;93,74;31,03;15,39;74,85;45,03;20,17;0,081051739;0;-0,095963376;0;0,361302412;0;0,558627774;0;1,676552282;1;1,034029152;1;1,254351531;1;0,282700653;1;115,6169988;11,92595302;99,50736668;Medio;Alto;Hiperendem;790,8182;37,249;117,2638;MuitoAlto;MuitoAlto;Hiperendemico
68;426;5205703;CÓRREGO DO OURO;5205703;952;2622;2,75;37,92;84,45;37,71;10,07;56,88;28,68;9,45;-0,282436811;0;0,197812449;0;0,09251862;0;-0,031015782;0;0,068586805;2;0,151323461;0;0,156773894;0;2,040385951;2;890,2082652;155,4081635;3,134363455;MuitoAlto;Hiperendem;Medio;346,1119;39,141;8,6707;MuitoAlto;MuitoAlto;Alto
69;427;5205802;CORUMBÁ DE GOIÁS;5205802;3200;10201;3,19;40,97;73,81;39,84;14,26;63,02;41,47;14,38;0,32258027;0;-0,015971921;0;-0,198439439;0;-0,127286353;0;0,09487719;0;0,393787516;0;0,079883145;0;0,681646579;1;356,3906138;21,83765378;1,115881492;MuitoAlto;MuitoAlto;Medio;318,4321;19,535;2,372;MuitoAlto;Alto;Medio
70;428;5205901;CORUMBAÍBA;5205901;2677;8106;3,03;24,65;65,33;15,8;10,48;46,9;25,21;9,56;0,239645263;2;0,055018267;0;0,302003802;2;0,566375884;2;1,611172293;2;0,578079651;2;0,236054868;2;0,086572237;2;2729,223423;47,12677832;1,364105679;Hiperendem;Hiperendem;Medio;1463,5822;38,146;4,4673;Hiperendemico;MuitoAlto;Medio
71;429;5206206;CRISTALINA;5206206;13364;45723;3,42;31,14;58,22;17,37;10,59;63;34,74;13,04;-0,193636748;0;0,80218694;2;0,318461808;2;0,698730427;2;0,053846333;0;-0,098135188;0;-0,044047386;0;2,19477102;1;94,68150874;22,02341636;14,7989151;Baixo;MuitoAlto;MuitoAlto;452,0376;16,388;3,5403;MuitoAlto;Alto;Medio
72;430;5206305;CRISTIANÓPOLIS;5206305;1042;2918;2,8;15,64;96,16;12,96;7;44,54;27,64;7,1;-0,677025621;0;-0,069312064;0;-0,111156186;0;0,953988752;2;1,302797135;2;0,385916733;2;0,486163043;2;0,439553166;0;502,513671;35,39877419;2,925822021;MuitoAlto;MuitoAlto;Medio;1521,1158;20,102;2,0475;Hiperendemico;MuitoAlto;Medio
73;431;5206404;CRIXÁS;5206404;5048;15586;3,09;36,59;86,29;25,81;11,73;67,31;35,62;16,34;0,411184776;1;0,290660562;0;0,072814893;0;-0,120880644;0;0,508172725;0;0,107090932;0;0,084299665;0;-0,058128548;0;897,0792761;193,3070759;69,74143327;MuitoAlto;Hiperendem;Hiperendem;1406,377;82,6;34,378;Hiperendemico;Hiperendemico;Hiperendemico
74;432;5206503;CROMÍNIA;5206503;1257;3543;2,82;21,8;49,96;21,72;10,44;39,61;27,92;11,22;-0,320115439;0;-0,739411973;0;0,000656649;0;0,246131251;0;1,943198785;2;0,177842148;0;0,051337093;0;0,438559777;0;306,8322601;50,44736617;2,575248617;MuitoAlto;Hiperendem;Medio;521,8453;23,739;1,844;MuitoAlto;MuitoAlto;Medio
75;433;5206602;CUMARI;5206602;1035;2933;2,83;19,52;47,05;16,62;7,98;38,56;24,73;6,57;0,813944458;2;-0,127347471;0;0,324790958;2;1,756852988;2;2,928363019;2;1,039017609;2;0,691236191;2;0,490723183;0;333,8248083;13,38680093;2,908001431;MuitoAlto;Alto;Medio;1662,8724;22,266;17,9728;Hiperendemico;MuitoAlto;MuitoAlto
76;434;5206701;DAMIANÓPOLIS;5206701;1044;3248;3,11;27,49;88,7;35,25;18,96;68,77;51,44;26,82;-0,013877449;0;0,457503998;0;1,599391179;1;3,198548162;1;1,663879792;1;4,998257218;1;5,715670438;1;0,493748343;1;64,22841375;53,09062217;2,709933553;Baixo;Hiperendem;Medio;282,9905;29,144;4,9659;Alto;MuitoAlto;Medio
77;435;5206800;DAMOLÂNDIA;5206800;957;2745;2,87;24,03;77,95;13,17;13,81;50,64;31,77;8,36;0,059885237;0;0,135635992;0;0,137262621;0;-0,202882702;0;0,520638868;0;0,02818806;0;0,210707869;0;-0,169022241;0;41,40308104;14,04175485;3,049981406;Baixo;Alto;Medio;818,3594;17,219;2,0943;MuitoAlto;Alto;Medio
78;436;5206909;DAVINÓPOLIS;5206909;765;2049;2,68;33,33;97,65;33,2;14,43;44,6;20,39;4,84;-0,549681187;4;-0,119849516;0;-0,853188514;0;-0,767364589;4;2,602599996;2;1,729130899;2;0,947500542;2;0,108673041;0;101,7172111;16,70345598;3,626698676;Medio;Alto;Medio;187,1298;20,546;44,6264;Medio;MuitoAlto;Hiperendemico
79;437;5207105;DIORAMA;5207105;856;2475;2,89;37,5;69,63;33,64;12,3;49,62;30,14;9,7;-0,072601407;0;-0,031879515;0;0,251652563;0;-0,016344454;0;0,357800018;0;0,043215187;0;0,078997217;0;0,861418897;2;240,6260658;112,3764242;3,248614534;Alto;Hiperendem;Medio;409,2962;51,732;9,9765;MuitoAlto;Hiperendemico;Alto
80;438;5207253;DOVERLÂNDIA;5207253;2608;7637;2,93;33,82;94,75;35,54;14;62,84;34,39;11,66;0,262549743;0;-0,923453535;0;0,914400197;0;0,051092335;0;0,091929263;0;0,066011172;0;-0,050625645;0;0,035921954;0;1694,228625;90,49457178;169,3274121;Hiperendem;Hiperendem;Hiperendem;1264,1526;67,561;79,1571;Hiperendemico;Hiperendemico;Hiperendemico
81;439;5207352;EDEALINA;5207352;1362;3721;2,73;36,49;93,61;31,42;11,14;48,92;25,33;6,68;-0,496942994;4;0,416668555;0;-0,359130983;0;0,076101811;0;0,229954128;0;0,430915535;0;0,403946622;0;0,136137891;0;2570,349378;104,7421042;2,489872237;Hiperendem;Hiperendem;Medio;1686,7606;38,035;3,8346;Hiperendemico;MuitoAlto;Medio
82;440;5207402;EDÉIA;5207402;3789;11182;2,95;21,98;81,76;11,8;12,07;56,26;21,03;5,33;0,100678968;0;0,268917498;1;0,235050814;0;-0,029628354;0;-0,012337398;0;0,736366967;2;0,599115703;2;-0,029618303;0;3983,045514;35,7882887;1,036139217;Hiperendem;MuitoAlto;Medio;1560,6472;29,116;2,1391;Hiperendemico;MuitoAlto;Medio
83;441;5207501;ESTRELA DO NORTE;5207501;1080;3297;3,05;28,15;74,26;10,28;14,52;64,55;29,17;8,33;-0,000961912;0;-0,016405056;0;-0,281278139;0;0,273828668;0;0,454018854;0;-0,237801156;0;-0,288804974;0;0,007893064;0;269,4456445;93,30996948;2,698446378;Alto;Hiperendem;Medio;752,6607;55,113;7,2478;MuitoAlto;Hiperendemico;Alto
84;442;5207535;FAINA;5207535;2352;6868;2,92;49,91;90,05;46,68;17,11;61,69;40,09;15,65;0,604346908;0;-0,141242064;0;0,850179895;0;0,36588183;0;0,035663956;0;0,060195246;0;-0,109056298;0;0,529963192;2;115,6611561;30,37277372;24,76391778;Medio;MuitoAlto;Hiperendem;353,1615;54,38;17,4345;MuitoAlto;Hiperendemico;MuitoAlto
85;443;5207600;FAZENDA NOVA;5207600;2240;6228;2,78;40,58;65,27;36,65;13,87;43,59;32,63;11,74;0,199753287;0;-0,11139262;0;0,635543458;0;0,009046207;0;0,550203149;0;0,000984224;0;0,017760035;0;1,475003569;2;65,15994804;70,66306333;14,25282345;Baixo;Hiperendem;MuitoAlto;911,7288;68,362;6,5698;MuitoAlto;Hiperendemico;Alto
86;444;5207808;FIRMINÓPOLIS;5207808;3920;11541;2,94;20,77;80,36;21,58;9,89;47,45;26,2;7,09;0,333900768;0;-0,146160513;0;0,001822525;0;0,116598154;0;0,632881686;0;0,210118262;0;0,273241748;0;0,696133687;2;489,1004166;12,20095655;1,009764392;MuitoAlto;Alto;Medio;490,1169;19,214;0,7519;MuitoAlto;Alto;Baixo
87;445;5207907;FLORES DE GOIÁS;5207907;3152;10676;3,39;62,75;79,22;67,42;19,12;74,97;61,52;36,87;-0,679989718;0;0,103388354;0;2,800558785;1;2,10411864;1;2,911598233;1;4,784726005;1;5,891102426;1;2,379471129;1;849,5498697;48,33162395;0,976213971;MuitoAlto;Hiperendem;Baixo;240,8911;40,787;1,6169;Alto;Hiperendemico;Medio
88;446;5208004;FORMOSA;5208004;30025;99151;3,3;12,14;56,32;9,75;9,68;64,62;32,4;11,97;-0,358440128;0;0,000725893;0;-0,517601495;0;-0,23425201;0;0,811726912;1;-0,032041424;3;-0,019602582;3;1,621159376;1;428,442866;19,28423258;7,013052257;MuitoAlto;Alto;Alto;1077,4741;17,238;4,387;Hiperendemico;Alto;Medio
89;447;5208103;FORMOSO;5208103;1664;4860;2,92;27,52;74,4;26,98;12,47;61,89;38,82;15,56;0,008920608;0;-0,018522051;0;-0,049498474;0;-0,027270222;0;0,299712493;1;0,297548524;0;0,203153939;0;-0,004503108;0;505,7438876;116,8176666;32,68961693;MuitoAlto;Hiperendem;Hiperendem;978,6724;52,27;63,4382;MuitoAlto;Hiperendemico;Hiperendemico
90;448;5208152;GAMELEIRA DE GOIÁS;5208152;1059;3273;3,09;57,41;98,11;53,35;12,4;56,46;31,16;10,48;-0,270204422;0;-1,391266896;4;-0,287566342;0;0,095075461;2;0,068575513;0;0,085887643;0;0,128291312;0;0,108085773;0;34,89968348;12,52930471;2,722073104;Baixo;Alto;Medio;241,1691;11,906;6,9934;Alto;Alto;Alto
91;449;5208301;DIVINÓPOLIS DE GOIÁS;5208301;1580;4961;3,14;30,13;95,82;19,11;20,48;81,08;55,38;31,33;0,074805064;0;0,182956946;0;-0,161666677;0;4,483092479;1;4,417805605;1;5,037314007;1;7,388215438;1;0,736903513;1;23,21453798;24,47960655;138,3241945;Baixo;MuitoAlto;Hiperendem;656,4579;37,091;64,8133;MuitoAlto;MuitoAlto;Hiperendemico
92;450;5208400;GOIANÁPOLIS;5208400;3230;10644;3,3;25,63;85,45;4,83;16,76;54,46;40,19;16,01;0,133312363;2;-0,25670252;0;1,353421184;2;-0,885403563;4;0,081094424;0;-0,273847685;0;-0,167693669;0;0,919593471;1;85,19321544;45,61409673;1,085350597;Baixo;Hiperendem;Medio;200,0358;44,875;3,0758;Alto;Hiperendemico;Medio
93;451;5208509;GOIANDIRA;5208509;1765;5200;2,95;14,5;81,08;11,9;8,56;38,42;21,93;6,18;1,260058977;2;-0,219167611;0;0,591331791;2;1,320631739;2;3,234855661;2;1,128056703;2;0,666222935;2;0,265250034;0;470,1350857;37,91419634;30,90459251;MuitoAlto;MuitoAlto;Hiperendem;967,0491;22,155;6,4315;MuitoAlto;MuitoAlto;Alto
94;452;5208608;GOIANÉSIA;5208608;18060;59172;3,28;27,2;44,38;5,86;10,03;59,82;22,71;5,95;-0,049638644;3;-0,380092207;0;-0,500885197;0;-0,408137575;0;0,081746941;0;-0,189458677;0;0,000343813;0;0,564713418;0;1174,167606;74,56708947;3,487488356;Hiperendem;Hiperendem;Medio;1113,3911;43,587;2,8773;Hiperendemico;Hiperendemico;Medio
95;453;5208707;GOIÂNIA;5208707;422710;1299159;3,07;7,03;22,24;0,19;4,76;50,36;15,32;5,19;0,361780359;0;0,181721551;0;1,841893055;2;1,492635248;2;-0,040637966;0;0,50234727;0;0,315922055;0;0,078710988;1;3307,364514;30,50313686;2,158272133;Hiperendem;MuitoAlto;Medio;2473,3893;16,525;2,2308;Hiperendemico;Alto;Medio
