fid;ID;CD_GEOCODM;NM_MUNICIP;CODIGO;V8Mo;V8d;V8;V1;V2;V3;V4;V5;V6;V7;I_V1;CL_V1;I_V2;CL_V2;I_V3;CL_V3;I_V4;CL_V4;I_V5;CL_V5;I_V6;CL_V6;I_V7;CL_V7;I_V8;CL_V8;DB2001;HB2001;LTB2001;DBC2001;HBC2001;LTBC2001;DM2001_2009;HM2001_2009;LTM2001_2009;CMD20012009;CMH20012009;CMLT20012009
135;493;5212501;LUZIÂNIA;5212501;141082;35832;3,94;61,02;78,04;28,7;16,26;59,09;6,87;12,51;0,278374494;0;-0,00305108;0;0,079466513;0;0,163539955;2;-0,027893019;0;-0,010641364;0;0,059855063;0;0,387948634;1;80,2977678;26,00650715;1,439852386;Baixo;MuitoAlto;Medio;52,3266;23,497;4,3049;Baixo;MuitoAlto;Medio
136;494;5212600;MAIRIPOTABA;5212600;2403;759;3,17;35,57;80,76;36,1;16,58;35,1;1,13;3,56;0,002285069;0;0,043739654;0;-0,023480972;0;0,084819318;0;0,588162078;2;0,650016391;2;0,574975656;2;0,149238481;0;53,35949168;25,81082834;3,963585268;Baixo;MuitoAlto;Medio;30,1711;34,955;5,6738;Baixo;MuitoAlto;Alto
137;495;5212709;MAMBAÍ;5212709;4838;1119;4,32;10,9;61,3;63,36;28,98;78,16;11,75;11,26;0,714113576;0;0,345056463;0;2,530459758;1;4,566750498;1;2,244372113;1;2,795375583;1;0,895240336;1;1,82024247;1;7,481613749;44,31777388;77,6206721;Baixo;Hiperendem;Hiperendem;14,2941;40,079;17,7014;Baixo;Hiperendemico;MuitoAlto
138;496;5212808;MARA ROSA;5212808;11939;3368;3,54;32,93;74,52;43,14;20,19;49,35;6,44;8,02;-0,050599371;3;0,003220437;0;0,306393809;1;0,205314413;0;0,010845448;0;-0,026834707;3;-0,058072683;0;0,029169735;0;44,64265815;36,8065483;8,570088577;Baixo;MuitoAlto;Alto;74,5243;81,991;17,1382;Baixo;Hiperendemico;MuitoAlto
139;497;5212907;MARZAGÃO;5212907;1920;562;3,42;13,88;96,62;14,41;16,29;15,96;2,48;5,69;0,074789085;0;0,168439439;0;0,890001351;2;0,339733317;2;0,881770878;0;0,362727754;0;0,200029944;0;0,03296925;0;153,2300628;28,1330432;31,34062279;Medio;MuitoAlto;Hiperendem;97,6294;31,869;5,7851;Baixo;MuitoAlto;Alto
140;498;5212956;MATRINCHÃ;5212956;4520;1286;3,51;32,43;81,8;34,45;20,22;52,5;2,6;6,84;-0,045359006;0;0,015575744;0;0,01583431;0;0,262295145;0;0,152276455;1;0,106784771;0;-0,00278532;0;0,008751701;0;28,71090844;104,2314975;2,566713253;Baixo;Hiperendem;Medio;21,7181;72,079;10,6549;Baixo;Hiperendemico;MuitoAlto
141;499;5213004;MAURILÂNDIA;5213004;8969;2592;3,46;16,55;94,79;11,3;21,48;54,52;2,82;4,24;0,256421289;0;-0,896791784;4;0,886271734;0;0,278408793;0;0,02407379;0;0,199789773;0;0,146974173;0;-0,005423748;0;4,091624957;80,00861091;10,64535963;Baixo;Hiperendem;MuitoAlto;33,061;68,927;10,0771;Baixo;Hiperendemico;MuitoAlto
142;500;5213053;MIMOSO DE GOIÁS;5213053;2801;752;3,72;60,24;70,88;65,16;28,29;69,49;12,2;20,08;1,341673181;0;-0,014209059;0;1,628958743;1;1,88131617;1;0,968954882;1;0,960172253;0;2,494341782;1;0,314216851;1;219,4779331;124,1673985;26,36448225;Alto;Hiperendem;Hiperendem;51,4824;227,223;16,6873;Baixo;Hiperendemico;MuitoAlto
143;501;5213087;MINAÇU;5213087;33608;9004;3,73;16,66;75;18,74;15,68;58,28;9,02;14,56;-0,765800351;3;0,001811455;0;-0,918571194;3;-0,478520501;3;0,595848672;1;0,963214932;1;1,60894474;1;0,21462388;0;104,1103604;108,6742644;34,27195603;Medio;Hiperendem;Hiperendem;258,7067;243,906;50,4178;Alto;Hiperendemico;Hiperendemico
144;502;5213103;MINEIROS;5213103;39024;10642;3,67;12,11;26,6;13,18;15,02;48,45;4,62;5,95;0,255665732;0;0,499343937;0;0,303299197;0;0,106629328;0;0,001262288;0;0,040663053;0;0,050041954;0;0,078770867;0;113,3038649;40,83218786;14,82909403;Medio;Hiperendem;MuitoAlto;193,8575;49,705;27,4435;Medio;Hiperendemico;Hiperendemico
145;503;5213400;MOIPORÁ;5213400;2023;646;3,13;36,07;93,5;56,35;16,36;42,39;2,04;1,08;-0,033823149;0;0,376030679;0;0,382438128;0;0,000656323;0;0,132665026;0;0,127434276;0;0,702240809;0;0,347229038;0;17,35776093;213,5725412;4,364235317;Baixo;Hiperendem;Medio;39,2458;80,665;7,8397;Baixo;Hiperendemico;Alto
146;504;5213509;MONTE ALEGRE DE GOIÁS;5213509;6892;1668;4,13;46,28;61,21;66,55;27,6;70,07;23,56;27,7;-0,020932719;0;0,503077265;2;1,670532713;1;4,129984067;1;2,245910797;1;5,90415116;1;6,041155558;1;1,332150896;1;5,50471442;101,2834562;1,909690712;Baixo;Hiperendem;Medio;46,0549;48,466;2,9371;Baixo;Hiperendemico;Medio
147;505;5213707;MONTES CLAROS DE GOIÁS;5213707;7991;2414;3,31;46,11;91,92;51,78;17,57;42,46;3,55;3,44;-0,159736695;0;0,353416234;0;0,232789796;0;0,000751011;0;-0,122213324;0;0,078485087;0;0,010744937;0;0,107310425;0;16,96893306;206,7987083;63,76772378;Baixo;Hiperendem;Hiperendem;30,4262;104,25;23,4705;Baixo;Hiperendemico;Hiperendemico
148;506;5213756;MONTIVIDIU;5213756;7736;2140;3,61;34,77;89,67;31,12;16,2;30,52;4,05;6,45;-0,005002315;0;-0,620604912;0;0,000938548;0;-0,008023828;0;-0,160398914;0;0,091982146;0;0,214843672;0;-0,043689124;0;53,51082194;31,20433262;42,93404398;Baixo;MuitoAlto;Hiperendem;51,2677;29,897;28,3384;Baixo;MuitoAlto;Hiperendemico
149;507;5213772;MONTIVIDIU DO NORTE;5213772;3789;889;4,26;52,19;32,85;67,72;23,05;53,43;37,56;34,42;-0,61361525;0;-0,635907252;0;-0,578984789;0;-0,232633662;0;0,189038475;0;1,291950699;0;1,428748056;0;0,4650222;0;9,230457836;19,30809128;126,2147042;Baixo;Alto;Hiperendem;38,5588;52,293;81,2606;Baixo;Hiperendemico;Hiperendemico
150;508;5213806;MORRINHOS;5213806;36990;11549;3,2;17,58;68,08;13,74;13,34;37,81;2,98;5,81;0,232337242;0;-0,092517515;0;0,829112712;2;0,594795024;2;0,574077544;2;0,451204118;2;0,270496675;2;0,24880856;0;40,82811245;70,92351515;13,17503451;Baixo;Hiperendem;MuitoAlto;71,3207;51,846;4,6446;Baixo;Hiperendemico;Medio
151;509;5213855;MORRO AGUDO DE GOIÁS;5213855;2489;773;3,22;35,45;86,42;42,43;15,96;67,4;11,71;4,27;0,036352508;0;0,164927762;0;0,235814875;0;-0,150201306;0;0,163607174;0;-0,008797338;0;-0,094612859;0;0,029299809;0;14,20920546;46,00186329;146,3138582;Baixo;Hiperendem;Hiperendem;30,2071;53,72;47,2515;Baixo;Hiperendemico;Hiperendemico
152;510;5213905;MOSSÂMEDES;5213905;5798;1715;3,38;36,27;85,66;49,56;16,83;38,13;6,72;8,05;-0,091323972;0;-0,024056218;0;-0,178728018;0;0,016488129;0;0,107729691;0;-0,001437937;0;0,04235596;0;0,049132346;0;6,55410324;52,80860296;2,199777841;Baixo;Hiperendem;Medio;19,2064;60,869;5,131;Baixo;Hiperendemico;Alto
153;511;5214002;MOZARLÂNDIA;5214002;11186;2968;3,77;33,76;90,33;36,08;18,68;55,32;3,87;5,69;-0,014702237;3;-0,069030147;0;0,049424763;0;0,148373324;1;0,448014693;1;-0,201172978;0;-0,0029842;0;0,129903464;0;20,80894915;252,3724837;16,68119577;Baixo;Hiperendem;MuitoAlto;34,412;181,437;12,2171;Baixo;Hiperendemico;MuitoAlto
154;512;5214051;MUNDO NOVO;5214051;8109;2095;3,87;56,9;82;66,25;22,04;68,67;5,36;8,78;2,192683939;1;-0,27425474;4;1,50941455;1;0,775152583;1;0,909564866;1;-0,241040318;3;0,016133186;0;0,526001129;1;4,438430307;122,5950626;1,594244725;Baixo;Hiperendem;Medio;12,8017;132,838;27,8167;Baixo;Hiperendemico;Hiperendemico
155;513;5214101;MUTUNÓPOLIS;5214101;3958;1141;3,47;41,89;72,57;41,54;22,4;63,06;5,1;10,87;0,062394646;0;-0,006841555;0;0,236816645;0;0,279295937;0;0,212268978;0;-0,265683637;0;0,082504435;0;-0,008114572;0;9,241524573;19,32350715;20,50077435;Baixo;Alto;Hiperendem;224,8435;67,223;13,8498;Alto;Hiperendemico;MuitoAlto
156;514;5214408;NAZÁRIO;5214408;6631;2000;3,32;17,85;93,6;16,95;14,31;15,92;789;7,7;0,038161012;0;-0,308796597;0;0,387951545;0;0,197490908;0;0,658314892;0;-0,079927234;0;0,100855117;0;0,067394659;0;250,967222;113,2016432;1,926460822;Alto;Hiperendem;Medio;292,938;127,614;2,5658;Alto;Hiperendemico;Medio
157;515;5214507;NERÓPOLIS;5214507;18578;4943;3,76;22,68;91,38;10,14;14,54;53,6;1,41;1,98;0,39576293;0;0,075039934;0;1,331417637;2;0,31207802;0;0,036665774;0;0,505125242;2;0,134825164;0;0,154072175;0;114,8831944;121,4701885;0,773598689;Medio;Hiperendem;Baixo;87,3095;86,858;2,4566;Baixo;Hiperendemico;Medio
158;516;5214606;NIQUELÂNDIA;5214606;38573;10328;3,73;31,39;59,28;36,73;18,16;64,42;6,78;4,79;-0,145201918;3;-0,042776976;0;0,140891471;1;0,071953653;1;0,726508333;1;0,021617754;1;-0,578915048;3;0,272519162;1;42,51382043;106,3413583;192,7096407;Baixo;Hiperendem;Hiperendem;44,1338;118,93;153,8091;Baixo;Hiperendemico;Hiperendemico
159;517;5214705;NOVA AMÉRICA;5214705;2185;650;3,36;33,69;68,31;36,77;18,27;35,23;4,43;0,62;-0,00153724;0;-0,143821236;0;-0,013312677;0;0,01735712;0;-0,141445234;0;-1,09053E-05;0;0,264800842;0;-0,007217744;0;15,8709908;26,77008255;29,59314909;Baixo;MuitoAlto;Hiperendem;56,5145;41,264;35,9537;Baixo;Hiperendemico;Hiperendemico
160;518;5214804;NOVA AURORA;5214804;1927;601;3,21;17,47;74,71;23,63;15,45;41,68;2,26;1,83;0,728052941;0;0,007047073;0;0,373604542;0;0,452415785;2;0,380624595;2;0,249467317;0;0,619014432;0;0,214970322;0;17,84810206;51,98553695;31,76892256;Baixo;Hiperendem;Hiperendem;26,1573;32,246;5,9096;Baixo;MuitoAlto;Alto
161;519;5214838;NOVA CRIXÁS;5214838;11061;3010;3,67;60,13;40,07;46,81;25,21;75,28;7,48;8,77;1,672178061;1;-0,134953133;0;0,269483316;0;0,754307191;0;1,209489504;1;0,0512545;0;0,003656263;0;0,139103286;0;3,415087245;180,9776523;16,9134458;Baixo;Hiperendem;MuitoAlto;140,7013;139,856;29,1977;Medio;Hiperendemico;Hiperendemico
162;520;5214861;NOVA GLÓRIA;5214861;8944;2708;3,3;36;92,36;52,47;18,93;39,31;8,32;11,12;-0,061109167;0;-0,198046706;0;-0,505767716;0;-0,171156396;4;0,297305327;0;-0,16481604;0;-0,237345653;0;0,339011174;2;15,01409719;63,696948;10,83590325;Baixo;Hiperendem;MuitoAlto;91,9505;55,013;6,2649;Baixo;Hiperendemico;Alto
163;521;5214879;NOVA IGUAÇU DE GOIÁS;5214879;2746;783;3,51;52,11;68,71;46,87;17,26;68,14;3,95;7,79;0,686226792;0;0,032729709;0;0,329533266;0;0,004767626;0;0,175124096;0;-0,115267504;0;-0,030980524;0;0,004142596;0;426,8826195;44,26069686;26,41240977;MuitoAlto;Hiperendem;Hiperendem;267,9869;77,639;5,0133;Alto;Hiperendemico;Alto
164;522;5214903;NOVA ROMA;5214903;3717;926;4,01;30,78;53,02;67,39;21,09;72,43;18,08;17,71;-0,063820682;0;0,309309323;0;1,802584708;1;0,904438997;1;2,217975038;1;4,318164542;1;3,680731281;1;1,443714593;1;62,83398897;20,55083264;3,065445318;Baixo;MuitoAlto;Medio;24,8207;26,2;10,8297;Baixo;MuitoAlto;MuitoAlto
165;523;5215009;NOVA VENEZA;5215009;6414;1811;3,54;23,52;95,64;18,55;15,32;44,25;5,28;10,6;0,184945837;0;0,747673894;1;0,516771468;0;0,12367544;0;0,022359269;0;0,178782568;2;-0,222361921;0;0,016358631;0;20,46883966;70,0883922;1,963509377;Baixo;Hiperendem;Medio;43,3195;31,86;1,1976;Baixo;MuitoAlto;Medio
166;524;5215207;NOVO BRASIL;5215207;4181;1397;2,99;39,37;84,11;73,3;17,35;51,56;4,47;4,37;-0,045377333;0;0,079293636;0;0,8054864;0;0,014989738;0;-0,057346052;0;0,071528818;0;0,162035581;0;0,238076456;0;31,95593136;34,38582164;2,782265736;Baixo;MuitoAlto;Medio;39,5345;66,751;3,8542;Baixo;Hiperendemico;Medio
167;525;5215231;NOVO GAMA;5215231;74380;18620;3,99;31,86;67,98;15,91;16,94;58,5;7,3;12,6;-0,079346479;0;0,169498942;0;0,733235691;0;0,111979621;0;0,292790245;0;-0,002839075;0;0,40473877;0;0,696249255;1;107,9409743;17,70302932;2,713888597;Medio;Alto;Medio;40,769;13,949;1,01;Baixo;Alto;Medio
168;526;5215256;NOVO PLANALTO;5215256;3432;929;3,69;30,57;95,05;59,85;19,92;59,35;7,49;12,16;-0,236648268;3;0,282591551;0;0,22613147;0;0,066345658;0;0,324552536;0;-0,013046012;0;0,326215115;0;0,15843138;0;67,56830427;39,30908454;3,227563213;Baixo;MuitoAlto;Medio;424,8808;78,426;44,116;MuitoAlto;Hiperendemico;Hiperendemico
169;527;5215306;ORIZONA;5215306;13067;3847;3,4;46,53;91,29;48,77;12,99;21,53;3,15;393;0,042813532;0;0,083552419;0;-0,22373368;0;0,789718552;2;1,000140093;0;0,394018048;2;0,249585512;0;-0,007256221;0;17,86905722;53,16948618;1,093276069;Baixo;Hiperendem;Medio;17,0298;16,59;2,0956;Baixo;Alto;Medio
170;528;5215405;OURO VERDE DE GOIÁS;5215405;4358;1237;3,52;44,7;92,4;44,95;15,86;41,92;8,45;8,57;-0,617454702;4;-0,218022874;0;-0,644900714;4;0,360786212;2;0,240737679;0;-0,281938544;4;0,005951241;2;-0,07522962;4;8,417967365;18,14157159;19,12454957;Baixo;Alto;MuitoAlto;31,3292;25,691;5,4927;Baixo;MuitoAlto;Alto
171;529;5215504;OUVIDOR;5215504;4271;1284;3,33;25,78;92,76;25,7;11,39;38,45;3,79;5,92;0,205001955;0;0,131812578;0;0,199405479;0;1,023463325;2;-0,252676903;0;0,221827485;0;0,182920173;0;0,098725494;0;30,4393561;48,32033844;2,682943856;Baixo;Hiperendem;Medio;16,7497;40,295;7,1054;Baixo;Hiperendemico;Alto
172;530;5215603;PADRE BERNARDO;5215603;21514;5681;3,79;45,24;80,39;50,06;21,07;62,54;9,38;18,71;0,525188538;0;-0,110438381;0;0,521805462;0;0,434222817;0;0,565627165;1;0,190329315;0;2,186247076;1;0,38271681;1;440,5311223;78,64809308;4,87706526;MuitoAlto;Hiperendem;Medio;240,7945;142,43;9,6;Alto;Hiperendemico;Alto
173;531;5215652;PALESTINA DE GOIÁS;5215652;3307;983;3,36;51,58;83,21;55,95;19;59,73;7,89;5,29;0,285806994;0;-0,166899215;0;0,77758175;0;0,105234703;0;0,26310921;0;-0,011066198;0;0,217608306;0;0,09903195;0;10,84926166;39,15587095;3,213507343;Baixo;MuitoAlto;Medio;19,6971;37,28;23,6368;Baixo;MuitoAlto;Hiperendemico
174;532;5215702;PALMEIRAS DE GOIÁS;5215702;17822;5357;3,33;57,7;88,71;29,01;13,99;57,35;4,96;5,26;-0,715918809;0;0,175162864;0;0,102641177;0;0,237785936;0;-0,336030455;4;0,10955277;0;0,328309947;2;0,002012081;0;35,29142536;35,71945173;16,14036605;Baixo;MuitoAlto;MuitoAlto;80,7684;45,143;5,9468;Baixo;Hiperendemico;Alto
175;533;5215801;PALMELO;5215801;2309;705;3,28;10,21;85,96;8,09;17,6;31,89;2,28;2,27;-0,043821874;0;0,302839182;0;-0,471221464;0;0,041741842;2;1,45835616;2;0,718698725;2;1,102806602;2;0,056765252;0;15,06452565;112,0357192;4,000703662;Baixo;Hiperendem;Medio;18,3936;76,472;2,613;Baixo;Hiperendemico;Medio
176;534;5215900;PALMINÓPOLIS;5215900;3561;1108;3,21;36,19;6931;35,38;13,28;17,25;0,81;0,54;0,016241188;0;0,021311137;0;-0,009625586;0;0,350252255;0;0,822178142;0;0,368259847;0;0,88993942;2;0,190032259;0;10,17071054;37,5780271;21,97765107;Baixo;MuitoAlto;Hiperendem;73,462;36,844;6,913;Baixo;MuitoAlto;Alto
177;535;5216007;PANAMÁ;5216007;2776;884;3,14;30,43;81,45;30,09;19,18;32,22;5,99;10,18;0,003928609;0;-0,102014926;0;0,270396573;2;-0,185436412;0;0,778576182;0;0,083316512;0;-0,118604654;0;0,140379053;0;12,68880927;23,59174611;25,62062988;Baixo;MuitoAlto;Hiperendem;45,7964;36,331;17,8668;Baixo;MuitoAlto;MuitoAlto
178;536;5216304;PARANAIGUARA;5216304;8192;2548;3,22;11,42;10,44;15,38;17,43;35,62;7,54;7,22;1,02805095;0;6,37065109;2;0,792377045;0;0,028796437;0;0,501511265;0;-0,060717636;0;0,061114377;0;0,158969494;0;28,08552441;30,32586934;1,624557427;Baixo;MuitoAlto;Medio;48,9107;31,434;6,7697;Baixo;MuitoAlto;Alto
179;537;5216403;PARAÚNA;5216403;10834;3136;3,45;30,29;67,41;31,19;18,29;52,86;4,26;4,91;0,007256444;0;0,10500398;0;0,037938768;0;-0,002755219;0;-0,151174946;4;0,11942549;0;0,315424091;0;0,013279084;0;120,0230622;69,53966914;9,187186293;Medio;Hiperendem;Alto;42,3917;66,592;9,6176;Baixo;Hiperendemico;Alto
180;538;5216452;PEROLÂNDIA;5216452;2791;638;4,37;44,04;85,74;32,6;18,38;48,01;6,04;8,93;-0,68926272;4;-0,922567784;4;0,045742152;0;-0,042857865;0;-0,014340493;0;0,031919908;0;-0,017951665;0;0,191058321;0;12,14118189;41,96631078;3,473408329;Baixo;Hiperendem;Medio;35,5472;22,876;14,5176;Baixo;MuitoAlto;MuitoAlto
181;539;5216809;PETROLINA DE GOIÁS;5216809;10381;3071;3,38;39,37;88,15;38,42;19,9;58,53;3,95;2,61;-0,041858324;0;0,155844488;0;-0,096177043;0;-0,113751517;0;-0,127795433;0;0,161857488;0;0,379569817;0;-0,010615494;0;22,58401285;41,17234989;26,21795407;Baixo;Hiperendem;Hiperendem;68,3811;58,453;4,5615;Baixo;Hiperendemico;Medio
182;540;5216908;PILAR DE GOIÁS;5216908;3339;936;3,57;61,22;49,89;68,16;15,96;59,62;9,69;4,81;1,592345616;1;-0,151429038;0;0,947320367;0;-0,045412036;0;0,412761822;1;0,206666883;0;-0,304514994;0;0,016701711;0;11,39455372;22,10498182;3,325413735;Baixo;MuitoAlto;Medio;54,2292;74,839;4,6565;Baixo;Hiperendemico;Medio
183;541;5217104;PIRACANJUBA;5217104;23557;7166;3,29;46,73;87,43;31,02;14,15;30,94;3,02;4,87;0,235712741;0;0,176705261;0;0,032617351;0;0,456443204;2;1,223844718;2;0,570075324;2;0,405654636;2;0,093245599;0;22,53462053;73,9123355;0,639181492;Baixo;Hiperendem;Baixo;70,4511;46,633;1,2839;Baixo;Hiperendemico;Medio
184;542;5217203;PIRANHAS;5217203;12287;3665;3,35;24,94;86,11;21,83;16,69;60,51;8,17;9,03;0,023523007;0;-0,121563438;0;-0,194156894;0;-0,051863349;0;0,449831822;0;-0,051614026;0;-0,013742546;0;0,070994592;0;485,3601303;180,3439284;15,51094033;MuitoAlto;Hiperendem;MuitoAlto;254,533;156,614;14,3;Alto;Hiperendemico;MuitoAlto
185;543;5217302;PIRENÓPOLIS;5217302;21245;5789;3,67;36,24;75,33;42,08;18,17;44,94;6,13;8,41;0,088734946;0;-5,40001E-05;0;0,122048457;0;0,013536779;0;-0,01888971;0;0,020641696;0;-0,001873504;0;0,103508938;0;1,797483474;64,63202201;48,65730044;Baixo;Hiperendem;Hiperendem;68,6246;52,868;11,1813;Baixo;Hiperendemico;MuitoAlto
186;544;5217401;PIRES DO RIO;5217401;26229;7685;3,41;9,79;83,29;19,31;10,4;31,03;2,54;2,75;-0,261173863;0;0,114313736;0;0,101506311;0;1,30124298;2;1,250903289;2;0,664366832;2;0,602099037;2;0,019135504;0;31,25924376;49,14035601;18,22555217;Baixo;Hiperendem;MuitoAlto;59,9778;26,564;7,2349;Baixo;MuitoAlto;Alto
187;545;5217609;PLANALTINA;5217609;73718;18219;4,05;26,35;94,23;27,64;20,65;64,37;9,44;17,37;-0,174358041;0;-0,377458938;0;-0,115607681;0;0,192738453;0;0,696341845;1;0,530404582;1;2,220964313;1;0,672539061;1;5,614585966;33,92807718;5,228625535;Baixo;MuitoAlto;Alto;13,3074;18,374;4,154;Baixo;Alto;Medio
188;546;5217708;PONTALINA;5217708;16556;5153;3,21;31,32;93,15;22,55;14,86;28,54;2,99;4,66;0,055214045;0;0,04676079;0;0,275698239;0;0,220612879;0;0,740155406;0;0,395838343;2;0,340517066;0;0,199100645;0;55,44517563;6,362536054;6,307890031;Baixo;Medio;Alto;104,619;51,731;6,6142;Medio;Hiperendemico;Alto
189;547;5218003;PORANGATU;5218003;39593;10942;3,62;35,26;89,32;20,26;14,95;53,47;4,62;7,19;0,041739056;0;-0,185774835;0;-0,989018588;3;-0,347748869;3;0,202494649;1;-0,640942796;3;-0,274594722;3;0,176380841;1;83,62792315;95,70782222;80,06218491;Baixo;Hiperendem;Hiperendem;389,2636;129,357;22,7039;MuitoAlto;Hiperendemico;Hiperendemico
190;548;5218052;PORTEIRÃO;5218052;2823;805;3,51;34,66;66,46;16,65;21,58;56,98;4,21;9,19;-0,021674833;0;0,019089981;0;0,665272054;2;0,140445917;0;-0,169615521;0;0,144965254;0;-0,049445284;0;-0,000807924;0;12,53609917;42,77860283;3,549350985;Baixo;Hiperendem;Medio;56,8843;94,496;14,7435;Baixo;Hiperendemico;MuitoAlto
191;549;5218102;PORTELÂNDIA;5218102;3696;1036;3,57;39,48;95,08;26,83;16,82;51,4;3,75;7,24;-0,60750165;0;-2,12139302;4;0,484490052;0;0,101544804;0;-0,00533171;0;0,234397708;0;0,120755164;0;0,057948174;0;9,629439659;36,26467206;2,950666458;Baixo;MuitoAlto;Medio;71,1591;51,15;29,6902;Baixo;Hiperendemico;Hiperendemico
192;550;5218300;POSSE;5218300;25696;6168;4,17;25,99;77,01;48,83;25,14;64,28;10,78;15,22;0,399258404;2;-0,018281239;0;0,878694913;1;2,784547573;1;1,552645664;1;1,803525264;1;2,607567409;1;1,70442373;1;85,16301184;25,40794753;22,17886816;Baixo;MuitoAlto;Hiperendem;47,9159;34,075;14,1592;Baixo;MuitoAlto;MuitoAlto
193;551;5218391;PROFESSOR JAMIL;5218391;3403;976;3,49;35,35;79,41;34,43;18,66;38,51;5,77;7,79;0,031842191;0;0,100725616;0;0,001300335;0;-0,068046239;0;0,715614765;2;0,13629456;2;0,118216853;2;-0,00613391;0;118,7375177;107,3410551;3,126249781;Medio;Hiperendem;Medio;84,6584;90,187;2,003;Baixo;Hiperendemico;Medio
194;552;5218508;QUIRINÓPOLIS;5218508;36512;11174;3,27;34,37;20,31;20,55;14,22;38,25;4,7;7,47;-0,005755029;0;3,405116431;2;0,375716464;0;0,033631507;0;0,132807834;0;0,094913623;0;0,059962945;0;0,077234499;0;190,1775703;36,34077235;39,37274935;Medio;MuitoAlto;Hiperendem;250,7621;42,445;11,9338;Alto;Hiperendemico;MuitoAlto
195;553;5218607;RIALMA;5218607;10210;2861;3,57;11,43;87;11,57;12,78;52,7;3,5;5,7;0,719847699;0;0,352471092;1;-0,036058015;0;0,152760486;0;-0,083743377;0;0,094772659;0;0,061353695;0;-0,029785082;0;60,3001923;48,97025029;117,1532762;Baixo;Hiperendem;Hiperendem;333,2611;76,194;23,5914;MuitoAlto;Hiperendemico;Hiperendemico
196;554;5218706;RIANÁPOLIS;5218706;4364;1242;3,51;17,79;88,33;19,16;18,52;52,79;6,53;7,65;0,597981938;0;0,323406271;0;0,172701297;0;-0,05629956;0;-0,049455338;0;0,0072625;0;0,061960985;0;-0,002002877;0;51,78502137;107,6392777;51,79298908;Baixo;Hiperendem;Hiperendem;124,9826;75,41;47,521;Medio;Hiperendemico;Hiperendemico
197;555;5218789;RIO QUENTE;5218789;2097;627;3,34;35,41;73,52;21,85;9,52;37,8;2,1;4,15;-0,077840826;0;-0,012532324;0;0,740662836;2;1,179482932;0;0,561566077;0;0,523346413;0;0,211726206;0;0,0784307;0;15,55707667;70,25237211;4,082192069;Baixo;Hiperendem;Medio;192,3423;45,918;10,6094;Medio;Hiperendemico;MuitoAlto
198;556;5218805;RIO VERDE;5218805;116552;32769;3,56;26,6;35,86;14,06;13,39;42,9;3,98;5,59;0,172237506;0;1,418889485;2;0,609324786;2;-0,133382373;0;0,030755183;0;0,236915632;2;0,119877119;0;-0,004062016;0;27,8085733;41,92519288;12,47377449;Baixo;Hiperendem;MuitoAlto;466,681;45,466;9,8869;MuitoAlto;Hiperendemico;Alto
199;557;5218904;RUBIATABA;5218904;18087;5396;3,35;20,18;94,68;20,87;15,43;40,73;3,47;3,3;0,088405479;0;-0,297197952;0;0,047795623;0;0,199634524;0;0,162860449;0;-0,013110152;0;0,349073239;0;0,202475752;2;110,3084791;44,76927146;20,8328069;Medio;Hiperendem;Hiperendem;153,8164;59,506;18,6398;Medio;Hiperendemico;MuitoAlto
200;558;5219001;SANCLERLÂNDIA;5219001;7530;2358;3,19;17,64;85,2;37,49;16,12;40,69;8,33;8,99;0,446361348;0;0,081766346;0;0,000212731;0;0,07159368;0;0,277147105;0;-0,00410068;0;-0,026941676;0;0,192442505;0;43,85602657;63,29486473;1,760954535;Baixo;Hiperendem;Medio;29,8094;55,52;1,1079;Baixo;Hiperendemico;Medio
201;559;5219100;SANTA BÁRBARA DE GOIÁS;5219100;4963;1409;3,52;18,31;89,57;12,56;16,47;44,85;3,62;7,24;-0,073371646;0;0,001264711;0;0,718621279;0;0,064186737;0;0,110423861;0;0,09456388;0;0,087998153;0;0,009040996;0;101,489611;83,93856742;17,07882016;Medio;Hiperendem;MuitoAlto;76,5603;76,165;3,0824;Baixo;Hiperendemico;Medio
202;560;5219209;SANTA CRUZ DE GOIÁS;5219209;3470;1026;3,38;58,87;92,3;59,16;13,72;24,68;2,62;3,9;-1,140162814;0;0,251094799;0;-1,402630742;4;0,760645153;2;1,620072325;2;0,658976757;2;0,552900005;2;0,050759115;0;10,36770276;55,2572193;3,111867196;Baixo;Hiperendem;Medio;48,5623;41,765;4,0919;Baixo;Hiperendemico;Medio
203;561;5219258;SANTA FÉ DE GOIÁS;5219258;4083;1138;3,59;39,98;87,52;29,53;19;49,85;6,92;13,09;-0,048830041;0;0,034497452;0;-0,035999885;0;0,037943192;0;0,011597629;0;-0,00979149;0;0,144897647;0;0,017505005;0;8,806516091;65,08738232;2,762851469;Baixo;Hiperendem;Medio;84,7122;149,15;1,7099;Baixo;Hiperendemico;Medio
204;562;5219308;SANTA HELENA DE GOIÁS;5219308;34545;9891;3,49;26,69;72,39;13,27;18,25;47,32;2,63;6,36;0,140100383;0;0,014327064;0;0,942122667;2;0,051356225;0;0,007601171;0;0,134399775;0;0,086640127;0;0,003248561;0;81,28146059;108,6336921;11,42817245;Baixo;Hiperendem;MuitoAlto;88,5421;72,667;3,3091;Baixo;Hiperendemico;Medio
