ID;CD_GEOCODM;NM_MUNICIP;V8Mo;V8d;V1;V2;V3;V4;V5;V6;V7;V8;DB2001;HB2001;LTB2001;DBC2001;HBC2001;LTBC2001
427;5205802;CORUMBÁ DE GOIÁS;10201;3200;40.97;73.81;39.84;14.26;63.02;41.47;14.38;3.19;356.3906138;21.83765378;1.115881492;Baixo;Baixo;Baixo
428;5205901;CORUMBAÍBA;8106;2677;24.65;65.33;15.8;10.48;46.9;25.21;9.56;3.03;2729.223423;47.12677832;1.364105679;Alto;Baixo;Baixo
429;5206206;CRISTALINA;45723;13364;31.14;58.22;17.37;10.59;63;34.74;13.04;3.42;94.68150874;22.02341636;14.7989151;Baixo;Baixo;Baixo
430;5206305;CRISTIANÓPOLIS;2918;1042;15.64;96.16;12.96;7;44.54;27.64;7.1;2.8;502.513671;35.39877419;2.925822021;Baixo;Baixo;Baixo
431;5206404;CRIXÁS;15586;5048;36.59;86.29;25.81;11.73;67.31;35.62;16.34;3.09;897.0792761;193.3070759;69.74143327;Baixo;Alto;Alto
432;5206503;CROMÍNIA;3543;1257;21.8;49.96;21.72;10.44;39.61;27.92;11.22;2.82;306.8322601;50.44736617;2.575248617;Baixo;Baixo;Baixo
433;5206602;CUMARI;2933;1035;19.52;47.05;16.62;7.98;38.56;24.73;6.57;2.83;333.8248083;13.38680093;2.908001431;Baixo;Baixo;Baixo
434;5206701;DAMIANÓPOLIS;3248;1044;27.49;88.7;35.25;18.96;68.77;51.44;26.82;3.11;64.22841375;53.09062217;2.709933553;Baixo;Baixo;Baixo
435;5206800;DAMOLÂNDIA;2745;957;24.03;77.95;13.17;13.81;50.64;31.77;8.36;2.87;41.40308104;14.04175485;3.049981406;Baixo;Baixo;Baixo
436;5206909;DAVINÓPOLIS;2049;765;33.33;97.65;33.2;14.43;44.6;20.39;4.84;2.68;101.7172111;16.70345598;3.626698676;Baixo;Baixo;Baixo
437;5207105;DIORAMA;2475;856;37.5;69.63;33.64;12.3;49.62;30.14;9.7;2.89;240.6260658;112.3764242;3.248614534;Baixo;Medio;Baixo
438;5207253;DOVERLÂNDIA;7637;2608;33.82;94.75;35.54;14;62.84;34.39;11.66;2.93;1694.228625;90.49457178;169.3274121;Medio;Medio;Alto
439;5207352;EDEALINA;3721;1362;36.49;93.61;31.42;11.14;48.92;25.33;6.68;2.73;2570.349378;104.7421042;2.489872237;Alto;Medio;Baixo
440;5207402;EDÉIA;11182;3789;21.98;81.76;11.8;12.07;56.26;21.03;5.33;2.95;3983.045514;35.7882887;1.036139217;Alto;Baixo;Baixo
441;5207501;ESTRELA DO NORTE;3297;1080;28.15;74.26;10.28;14.52;64.55;29.17;8.33;3.05;269.4456445;93.30996948;2.698446378;Baixo;Medio;Baixo
442;5207535;FAINA;6868;2352;49.91;90.05;46.68;17.11;61.69;40.09;15.65;2.92;115.6611561;30.37277372;24.76391778;Baixo;Baixo;Medio
443;5207600;FAZENDA NOVA;6228;2240;40.58;65.27;36.65;13.87;43.59;32.63;11.74;2.78;65.15994804;70.66306333;14.25282345;Baixo;Medio;Baixo
444;5207808;FIRMINÓPOLIS;11541;3920;20.77;80.36;21.58;9.89;47.45;26.2;7.09;2.94;489.1004166;12.20095655;1.009764392;Baixo;Baixo;Baixo
445;5207907;FLORES DE GOIÁS;10676;3152;62.75;79.22;67.42;19.12;74.97;61.52;36.87;3.39;849.5498697;48.33162395;0.976213971;Baixo;Baixo;Baixo
446;5208004;FORMOSA;99151;30025;12.14;56.32;9.75;9.68;64.62;32.4;11.97;3.3;428.442866;19.28423258;7.013052257;Baixo;Baixo;Baixo
447;5208103;FORMOSO;4860;1664;27.52;74.4;26.98;12.47;61.89;38.82;15.56;2.92;505.7438876;116.8176666;32.68961693;Baixo;Medio;Medio
448;5208152;GAMELEIRA DE GOIÁS;3273;1059;57.41;98.11;53.35;12.4;56.46;31.16;10.48;3.09;34.89968348;12.52930471;2.722073104;Baixo;Baixo;Baixo
449;5208301;DIVINÓPOLIS DE GOIÁS;4961;1580;30.13;95.82;19.11;20.48;81.08;55.38;31.33;3.14;23.21453798;24.47960655;138.3241945;Baixo;Baixo;Alto
450;5208400;GOIANÁPOLIS;10644;3230;25.63;85.45;4.83;16.76;54.46;40.19;16.01;3.3;85.19321544;45.61409673;1.085350597;Baixo;Baixo;Baixo
451;5208509;GOIANDIRA;5200;1765;14.5;81.08;11.9;8.56;38.42;21.93;6.18;2.95;470.1350857;37.91419634;30.90459251;Baixo;Baixo;Medio
452;5208608;GOIANÉSIA;59172;18060;27.2;44.38;5.86;10.03;59.82;22.71;5.95;3.28;1174.167606;74.56708947;3.487488356;Medio;Medio;Baixo
453;5208707;GOIÂNIA;1299159;422710;7.03;22.24;0.19;4.76;50.36;15.32;5.19;3.07;3307.364514;30.50313686;2.158272133;Alto;Baixo;Baixo
454;5208806;GOIANIRA;33890;10303;35.01;60.76;3.03;10.02;63.35;29.2;8.57;3.29;2185.150569;99.79314421;0.374494601;Medio;Medio;Baixo
455;5208905;GOIÁS;24540;8409;25.09;50.8;23.95;13.33;61.94;29.39;8.94;2.92;512.1454821;138.8373016;4.297333112;Baixo;Alto;Baixo
456;5209101;GOIATUBA;32263;10890;22.87;71.03;7.99;9.24;42.51;22.76;7.15;2.96;298.3750435;16.46002727;3.322919408;Baixo;Baixo;Baixo
457;5209150;GOUVELÂNDIA;4938;1711;41.15;99.06;20.98;17.86;59.99;28.99;9.53;2.89;1036.323026;146.2231545;2.030402429;Baixo;Alto;Baixo
458;5209200;GUAPÓ;13893;4502;24.1;27.17;15.79;11.6;59.33;32.32;9.91;3.09;902.6767366;125.4985898;7.249498153;Baixo;Alto;Baixo
459;5209291;GUARAÍTA;2376;852;44.25;97.77;40.02;10.28;61.57;36.85;12.56;2.79;251.0989327;40.36468065;3.335339374;Baixo;Baixo;Baixo
460;5209408;GUARANI DE GOIÁS;4221;1244;38.99;99.04;57.32;21.76;72.59;57.88;33.84;3.39;187.9552455;95.33329559;2.266555812;Baixo;Medio;Baixo
461;5209457;GUARINOS;2277;809;41.9;99.13;42.89;13.05;65.59;49.94;23.11;2.81;299.8241606;168.1711185;28.75837633;Baixo;Alto;Medio
462;5209606;HEITORAÍ;3566;1202;25.21;59.82;24.71;12.76;55.95;38.1;12.98;2.97;360.468604;50.32112663;2.568815567;Baixo;Baixo;Baixo
463;5209705;HIDROLÂNDIA;17276;5432;45.07;85.49;24.65;8.36;51.91;25.83;6.06;3.18;3175.239867;8.484556867;0.702337988;Alto;Baixo;Baixo
464;5209804;HIDROLINA;4023;1382;28.44;97.97;24.82;10.95;57.43;36.9;12.88;2.91;878.9600167;28.5393357;2.359777041;Baixo;Baixo;Baixo
465;5209903;IACIARA;12368;3402;23.87;88.24;26.48;20.08;77.7;58.47;33.1;3.64;2588.322919;18.58646198;0.949856241;Alto;Baixo;Baixo
466;5209937;INACIOLÂNDIA;5694;1856;44.77;96.28;16.16;18.7;59.99;29.31;9.86;3.07;313.9552651;22.02463521;1.821775726;Baixo;Baixo;Baixo
467;5209952;INDIARA;13648;4301;12.79;92.09;11.11;12.12;57.95;29.02;9.11;3.17;987.5170016;101.8537318;0.871522557;Baixo;Medio;Baixo
468;5210000;INHUMAS;47745;15303;15.81;64.54;5.58;10.11;50.84;23;5.8;3.12;368.9003377;39.35509076;0.26818216;Baixo;Baixo;Baixo
469;5210109;IPAMERI;24538;8136;15.45;38.45;12.95;9.74;50.54;28.6;9.35;3.02;411.466694;9.912736209;4.297333112;Baixo;Baixo;Baixo
470;5210158;IPIRANGA DE GOIÁS;2829;1016;49.11;99.61;37.5;11.86;51.93;33.86;12.01;2.78;244.7795228;103.2023473;2.983945324;Baixo;Medio;Baixo
471;5210208;IPORÁ;30993;11074;10.89;75.28;11.15;11.67;49.43;25.53;7.87;2.8;3546.419894;41.37923915;21.67627535;Alto;Baixo;Medio
472;5210307;ISRAELÂNDIA;2868;1014;30.47;94.87;28.21;12.18;63.15;32.45;8.38;2.83;308.3979687;57.89992754;25.0587724;Baixo;Baixo;Medio
473;5210406;ITABERAÍ;35135;11198;28.01;73.03;13.93;10.22;56.54;25.49;6.98;3.14;439.9435672;71.8544784;3.060032053;Baixo;Medio;Baixo
474;5210562;ITAGUARI;4510;1579;21.22;65.86;14;14.04;57.81;25.08;6.27;2.86;3769.183346;26.31108496;2.175806507;Alto;Baixo;Baixo
475;5210604;ITAGUARU;5415;1870;18.24;82.57;16.9;13.47;71.4;31.07;8.82;2.9;4173.245266;51.22140637;1.892170319;Alto;Baixo;Baixo
476;5210802;ITAJÁ;5006;1697;23.69;14.44;21.74;10.52;43.66;25.57;7.42;2.95;1070.814187;24.11751522;16.91535269;Baixo;Baixo;Baixo
477;5210901;ITAPACI;18389;5921;30.64;85.04;11.84;12.4;58.13;30.37;9.54;3.11;3259.323329;57.75901006;5.635423381;Alto;Baixo;Baixo
478;5211008;ITAPIRAPUÃ;7802;2772;29.65;77.49;29.58;15.69;62.28;33.33;10.89;2.81;27.37825361;80.33529606;33.03099988;Baixo;Medio;Medio
479;5211206;ITAPURANGA;26000;9135;26.11;27.48;20.09;13.01;48.83;31.89;9.94;2.85;573.8052386;49.12739122;11.30432705;Baixo;Baixo;Baixo
480;5211305;ITARUMÃ;6211;2057;41.08;34.27;26.74;12.37;50.41;22.51;6.51;3.02;5249.838081;20.36827369;14.28875147;Alto;Baixo;Baixo
481;5211404;ITAUÇU;8565;2894;19.87;34.59;16.45;11.48;49.71;26.54;7.12;2.96;499.9525093;74.8248815;1.312542049;Baixo;Medio;Baixo
482;5211503;ITUMBIARA;92359;30715;18.81;21.58;4.07;8.18;46.17;19.04;5.44;3.01;333.4175127;35.54461196;2.256001895;Baixo;Baixo;Baixo
483;5211602;IVOLÂNDIA;2657;985;46.4;95.03;47.92;13.43;51.78;34.62;9.85;2.7;188.1518077;14.31669763;3.109574923;Baixo;Baixo;Baixo
484;5211701;JANDAIA;6155;2235;32.48;83.49;19.82;12.72;60.85;26.09;7.83;2.75;978.7001402;161.9069535;1.71387192;Baixo;Alto;Baixo
485;5211800;JARAGUÁ;41739;12997;19.37;84.02;16.6;10.38;59.93;27.8;7.59;3.21;210.0638377;63.45899378;25.58050351;Baixo;Medio;Medio
486;5211909;JATAÍ;87289;27661;16.89;29.16;7.17;7.39;55.49;19.48;6.08;3.16;4754.296728;27.44821293;12.41433411;Alto;Baixo;Baixo
487;5212006;JAUPACI;2949;1050;22.38;78.57;26.1;16.09;54.13;34.76;12.67;2.81;102.8086439;56.49841963;24.45339654;Baixo;Baixo;Medio
488;5212055;JESÚPOLIS;2289;742;26.42;95.28;20.35;15.77;71.3;38.27;12.26;3.08;49.30281494;15.66801494;3.402401008;Baixo;Baixo;Baixo
489;5212105;JOVIÂNIA;7069;2408;21.84;34.22;10.42;11.52;49.1;23.42;6.4;2.94;127.5029795;98.61679944;1.528844845;Baixo;Medio;Baixo
490;5212204;JUSSARA;18999;6425;23.18;36.25;17.71;12.43;54.04;28.39;8.59;2.96;1602.15925;302.2939986;44.07701962;Medio;Alto;Medio
491;5212253;LAGOA SANTA;1242;432;39.58;74.31;33.56;7.67;49.28;19.68;4.86;2.88;1202.063951;90.58136795;4.617586554;Medio;Medio;Baixo
492;5212303;LEOPOLDO DE BULHÕES;7868;2544;34.16;75.24;25.39;14.12;51.45;34.94;14.5;3.09;1007.01711;6.463767177;1.405554784;Baixo;Baixo;Baixo
493;5212501;LUZIÂNIA;173445;49847;41.28;72.6;8.92;9.68;63.57;34.91;12.87;3.48;672.3682534;23.62120492;2.346256361;Baixo;Baixo;Baixo
494;5212600;MAIRIPOTABA;2347;848;33.25;96.58;25;11.39;35.68;30.66;12.15;2.77;250.4876014;15.33548616;3.330353937;Baixo;Baixo;Baixo
495;5212709;MAMBAÍ;6833;1916;23.23;84.39;29.59;19.08;73.47;60.02;31.32;3.57;2426.657368;18.96364941;13.30443044;Alto;Baixo;Baixo
496;5212808;MARA ROSA;10616;3477;24.59;56.72;24.01;14.51;62.99;34.54;11.22;3.05;2300.259193;61.97445302;9.220614614;Medio;Medio;Baixo
497;5212907;MARZAGÃO;2067;709;13.54;98.31;11.57;11.03;44.84;26.38;8.74;2.92;2185.512664;43.63836803;3.605181622;Medio;Baixo;Baixo
498;5212956;MATRINCHÃ;4353;1490;29.46;86.64;26.71;16.81;62.75;33.29;10.4;2.92;92.72710719;92.93458087;2.209611872;Baixo;Medio;Baixo
499;5213004;MAURILÂNDIA;11396;3554;6.92;91.02;7.01;15.32;60.32;26.36;8.22;3.21;3690.369206;35.10754115;1.016443897;Alto;Baixo;Baixo
500;5213053;MIMOSO DE GOIÁS;2679;867;54.56;81.55;54.21;18.86;72.29;50.63;22.49;3.09;42.32930873;83.816767;49.37826314;Baixo;Medio;Medio
501;5213087;MINAÇU;30862;9749;15.46;44.56;15.06;13.5;66.26;34.75;14.71;3.17;173.4347975;221.5467551;58.36091458;Baixo;Alto;Alto
502;5213103;MINEIROS;52644;15933;9.18;13.38;8.52;8.55;53.27;21.85;7.49;3.3;4807.071899;30.43392615;46.03230415;Alto;Baixo;Medio
503;5213400;MOIPORÁ;1749;636;33.18;90.72;33.49;14.88;45.6;35.69;11.64;2.75;333.7826987;18.11757897;3.932915846;Baixo;Baixo;Baixo
504;5213509;MONTE ALEGRE DE GOIÁS;7705;2176;45.63;91.5;47.79;24.69;82.2;59.47;34.24;3.54;66.08123344;102.6168962;1.425488331;Baixo;Medio;Baixo
505;5213707;MONTES CLAROS DE GOIÁS;7945;2741;38.82;90.04;37.03;11.39;53.8;28.35;8.28;2.9;3242.130093;68.7044831;32.52025182;Alto;Medio;Medio
506;5213756;MONTIVIDIU;10481;3286;23.4;90.35;16.46;10.26;50.42;23.86;7.91;3.19;226.7128193;37.81188108;9.283282875;Baixo;Baixo;Baixo
507;5213772;MONTIVIDIU DO NORTE;3972;1238;56.3;55.25;56.3;17.37;67.49;63;41.68;3.21;289.8056837;28.11678927;124.0619252;Baixo;Baixo;Alto
508;5213806;MORRINHOS;41204;14235;14.95;36.82;7.28;8.45;42.93;19.87;5.62;2.89;1916.48308;19.99393215;7.271892184;Medio;Baixo;Baixo
509;5213855;MORRO AGUDO DE GOIÁS;2348;827;30.11;99.03;29.38;12.36;51.57;34.82;8.95;2.84;47.85477117;40.43546021;28.33430681;Baixo;Baixo;Medio
510;5213905;MOSSÂMEDES;5006;1756;27.85;90.15;30.69;13.66;47.89;29.78;9.34;2.85;199.8083103;24.33934364;17.07072404;Baixo;Baixo;Baixo
511;5214002;MOZARLÂNDIA;13323;4301;31.27;93.82;10.25;13.09;63.94;28.27;9.7;3.1;779.6697205;110.5400943;14.18757658;Baixo;Medio;Baixo
512;5214051;MUNDO NOVO;6405;2166;46.35;60.53;46.72;19.37;68.47;43.44;17.96;2.96;110.2126867;268.5322338;38.88862188;Baixo;Alto;Medio
513;5214101;MUTUNÓPOLIS;3848;1311;37.45;81.85;38.14;18.18;64.85;40.12;15.56;2.94;1277.174754;11.23032829;111.967373;Medio;Baixo;Alto
514;5214408;NAZÁRIO;7840;2717;9.24;94.81;7.36;11.96;51.92;27.16;7.84;2.89;1635.249038;153.817194;1.40570258;Medio;Alto;Baixo
515;5214507;NERÓPOLIS;24130;7381;18.21;29.49;3.24;9.28;54.21;30.93;9.77;3.27;696.8898814;60.48257459;0.517650323;Baixo;Medio;Baixo
516;5214606;NIQUELÂNDIA;41844;12978;23.96;77.26;21.38;12.32;67.39;35.31;15.29;3.22;1575.769061;62.74951989;141.1612681;Medio;Medio;Alto
517;5214705;NOVA AMÉRICA;2250;775;27.1;98.84;22.58;15.8;59.05;31.1;7.1;2.9;1032.842594;41.59194665;3.436511614;Baixo;Baixo;Baixo
518;5214804;NOVA AURORA;2053;733;10.78;97.82;5.87;9.34;33.61;20.19;5.87;2.8;286.3969352;43.67378869;3.608100719;Baixo;Baixo;Baixo
519;5214838;NOVA CRIXÁS;11843;3934;44.97;89.55;34.24;18.84;70.6;34.9;13.01;3.01;1935.187817;122.722521;8.368461;Medio;Alto;Baixo
520;5214861;NOVA GLÓRIA;8471;2966;28.52;87.63;23.94;14.63;57.38;39.18;14.43;2.86;2769.311084;25.77837608;1.317068012;Alto;Baixo;Baixo
521;5214879;NOVA IGUAÇU DE GOIÁS;2821;931;32.44;38.13;28.14;9.79;70.74;40.17;15.15;3.03;1688.378636;126.0762302;2.995982487;Medio;Alto;Baixo
522;5214903;NOVA ROMA;3459;1126;16.61;89.52;58.35;19.04;80.61;47.25;23.18;3.07;61.13846516;12.05469219;2.619144048;Baixo;Baixo;Baixo
523;5215009;NOVA VENEZA;8078;2475;18.14;93.13;8.97;8.66;46.38;30.34;8.81;3.26;123.829346;16.54557291;1.368994897;Baixo;Baixo;Baixo
524;5215207;NOVO BRASIL;3501;1332;27.4;94.59;28.15;12.77;50.18;26.43;8.26;2.63;310.1540183;50.82991395;2.594742554;Baixo;Baixo;Baixo
525;5215231;NOVO GAMA;94944;26513;12.08;60.96;4.78;9.62;69.3;37.07;14.13;3.58;229.4157759;16.15706347;4.277001799;Baixo;Baixo;Baixo
526;5215256;NOVO PLANALTO;3939;1340;36.04;88.66;37.46;18.77;74.8;46.64;22.76;2.94;870.7413081;118.533608;2.391865048;Baixo;Medio;Baixo
527;5215306;ORIZONA;14258;4867;47.28;90.55;23.51;7.83;37.92;26.01;8.3;2.93;814.9220406;10.14000106;13.39572091;Baixo;Baixo;Baixo
528;5215405;OURO VERDE DE GOIÁS;4034;1334;34.71;98.58;32.01;10.62;52.48;37.11;15.22;3.02;295.0027988;10.83795122;2.35520391;Baixo;Baixo;Baixo
529;5215504;OUVIDOR;5449;1820;16.43;94.73;9.84;6.75;34.55;21.87;6.87;2.99;201.9564619;8.68354196;1.887628318;Baixo;Baixo;Baixo
530;5215603;PADRE BERNARDO;27400;8042;42.66;76.26;31.43;15.47;68.66;45.4;18.78;3.41;123.0336069;445.5387529;3.865916031;Baixo;Alto;Baixo
531;5215652;PALESTINA DE GOIÁS;3312;1114;39.86;94.61;35.1;8.74;44.53;27.02;7.18;2.97;2080.848651;32.22568253;82.37548891;Medio;Baixo;Alto
532;5215702;PALMEIRAS DE GOIÁS;23239;7730;36.91;36.92;17.49;9.59;52.23;25.9;7.21;3.01;1119.467652;58.55040729;0.535396605;Medio;Baixo;Baixo
533;5215801;PALMELO;2279;784;8.67;41.07;4.72;9.55;52.76;24.23;8.67;2.91;3016.892631;40.70054321;3.363028293;Alto;Baixo;Baixo
534;5215900;PALMINÓPOLIS;3541;1275;25.41;70.9;23.29;12.24;47.15;26.04;7.53;2.78;141.8289086;11.83860042;2.572275518;Baixo;Baixo;Baixo
535;5216007;PANAMÁ;2649;980;26.43;99.29;24.9;15.18;46.16;25.41;7.86;2.7;838.8625619;14.27344487;3.100200261;Baixo;Baixo;Baixo
536;5216304;PARANAIGUARA;9006;3066;8.55;9.69;8.19;13.77;50.38;24.85;7.89;2.94;566.7637205;15.02127539;10.540895;Baixo;Baixo;Baixo
537;5216403;PARAÚNA;10709;3511;25.63;36.43;24.69;11.29;51.27;29.17;8.54;3.05;778.0893081;133.0517642;17.07479817;Baixo;Alto;Baixo
538;5216452;PEROLÂNDIA;2929;929;42.09;79.12;36.28;13.57;69.59;33.05;11.19;3.15;3068.49195;13.41897363;2.914976426;Alto;Baixo;Baixo
539;5216809;PETROLINA DE GOIÁS;10167;3281;37.24;92.56;30.75;10.09;51.38;31.06;8.96;3.1;69.16232936;13.55092687;1.121404221;Baixo;Baixo;Baixo
540;5216908;PILAR DE GOIÁS;2730;901;54.38;98.22;57.38;12.53;64.7;39.4;13.43;3.03;111.2425331;13.98102353;25.75325249;Baixo;Baixo;Medio
541;5217104;PIRACANJUBA;23859;8461;33.79;68.4;17.09;9.98;49.34;23.85;6.82;2.82;1484.997285;41.36470566;0.520796263;Medio;Baixo;Baixo
542;5217203;PIRANHAS;11114;4015;20.85;98.41;18.78;13.89;59.11;31.91;10.68;2.77;318.5812054;128.8419871;39.78335604;Baixo;Alto;Medio
543;5217302;PIRENÓPOLIS;22825;7265;28;66.77;16.45;11.3;51.22;31.22;10.46;3.14;65.5386004;42.98632473;12.68641403;Baixo;Baixo;Baixo
544;5217401;PIRES DO RIO;28635;9367;7.22;57.46;5.88;7.98;43.2;23.06;6.94;3.06;1446.178089;21.81603515;10.33294907;Medio;Baixo;Baixo
545;5217609;PLANALTINA;81333;22840;14.8;75.02;11.48;12.19;69.85;38.7;14.13;3.56;461.6649984;10.34873887;3.764270585;Baixo;Baixo;Baixo
546;5217708;PONTALINA;17032;6062;26.53;58.25;16.91;13.67;50.39;26.97;8.78;2.81;2803.5853;56.64220002;0.71305207;Alto;Baixo;Baixo
547;5218003;PORANGATU;42194;13452;21.01;90.1;14.91;10.98;64.25;33.65;11.37;3.14;1105.43375;169.6432029;29.854642;Medio;Alto;Medio
548;5218052;PORTEIRÃO;3312;1068;18.82;95.04;12.36;12.07;61.1;18.82;5.15;3.1;267.1698198;32.45244098;2.682742307;Baixo;Baixo;Baixo
549;5218102;PORTELÂNDIA;3832;1236;31.8;98.06;18.37;13.71;51.68;27.83;9.95;3.1;896.0287485;11.23649201;38.9706862;Baixo;Baixo;Medio
550;5218300;POSSE;31249;8988;22.53;50.97;27.02;15.76;70.17;46.6;21.25;3.48;683.0145724;7.911230494;9.480756085;Baixo;Baixo;Baixo
551;5218391;PROFESSOR JAMIL;3228;1094;30.16;92.78;27.24;13.94;53.75;30.44;9.41;2.95;2767.590417;135.7867688;2.739364611;Alto;Alto;Baixo
552;5218508;QUIRINÓPOLIS;42871;14177;27.29;18.89;10.93;10.25;47.96;19.8;4.87;3.02;810.4722262;41.48469681;2.526083925;Baixo;Baixo;Baixo
553;5218607;RIALMA;10447;3357;8.82;49;8.04;7.93;59.67;26.01;6.67;3.11;5858.77137;54.46909405;1.10008738;Alto;Baixo;Baixo
554;5218706;RIANÁPOLIS;4547;1449;14.29;84.4;12.22;14.82;64.85;30.02;7.59;3.14;3385.566523;90.80023056;82.90700107;Alto;Medio;Alto
555;5218789;RIO QUENTE;3258;1082;20.79;13.77;10.63;5.5;46.53;23.94;9.06;3.01;2300.93751;113.6933139;2.702264601;Medio;Medio;Baixo
556;5218805;RIO VERDE;175736;55487;17.36;38.74;7.07;7.35;53.25;20.75;6.71;3.17;1742.56764;28.41434289;9.618202839;Medio;Baixo;Baixo
557;5218904;RUBIATABA;18761;6347;17.16;95.04;15.03;9.47;49.5;28.79;8.22;2.96;951.5626919;46.95571616;49.47097568;Baixo;Baixo;Medio
558;5219001;SANCLERLÂNDIA;7506;2670;14.08;91.69;14.98;11.7;48.83;24.19;6.89;2.81;538.2498099;71.9714934;1.453226092;Baixo;Medio;Baixo
559;5219100;SANTA BÁRBARA DE GOIÁS;5747;1858;11.09;8.02;6.4;12.86;62.88;30.25;10.55;3.09;893.7662925;157.4162541;1.80969155;Baixo;Alto;Baixo
560;5219209;SANTA CRUZ DE GOIÁS;3136;1108;57.94;97.02;55.05;14.15;46.59;29.69;8.48;2.83;98.28670903;12.87872678;2.797842926;Baixo;Baixo;Baixo
561;5219258;SANTA FÉ DE GOIÁS;4734;1563;27.32;95.46;21.11;12.74;65.16;25.27;6.59;3.03;3505.510131;56.51574471;2.087470946;Alto;Baixo;Baixo
562;5219308;SANTA HELENA DE GOIÁS;36279;11871;15.16;32.99;4.65;12.54;56.89;25.52;7.08;3.06;430.0758287;93.50989332;5.600940165;Baixo;Medio;Baixo
563;5219357;SANTA ISABEL;3677;1284;32.09;97.82;30.22;13.34;62.32;33.33;10.05;2.86;216.998519;30.41614149;2.514695556;Baixo;Baixo;Baixo
564;5219407;SANTA RITA DO ARAGUAIA;6902;2260;12.61;98.1;11.68;10.39;61.14;25.49;8.1;3.05;4792.582085;42.24644513;48.26758351;Alto;Baixo;Medio
565;5219456;SANTA RITA DO NOVO DESTINO;3134;966;49.07;45.13;46.89;21.45;66.66;34.99;11.59;3.24;373.8164347;54.49618694;86.00912257;Baixo;Baixo;Alto
566;5219506;SANTA ROSA DE GOIÁS;2893;996;30.22;98.69;20.78;13.9;32.9;37.85;14.06;2.9;72.6449217;79.74800138;2.943862371;Baixo;Medio;Baixo
567;5219605;SANTA TEREZA DE GOIÁS;3977;1379;18.85;48.37;16.39;14.14;69.11;44.09;21.03;2.88;3143.465303;46.53226999;20.1468586;Alto;Baixo;Medio
568;5219704;SANTA TEREZINHA DE GOIÁS;10211;3302;46.79;85.22;24.89;13.37;64.63;47.09;20.2;3.09;742.7316049;164.3967018;1.119619757;Baixo;Alto;Baixo
569;5219712;SANTO ANTÔNIO DA BARRA;4416;1434;29.01;87.52;16.25;17.4;61.54;28.38;9.76;3.08;1509.441672;43.15970421;2.203783779;Medio;Baixo;Baixo
570;5219738;SANTO ANTÔNIO DE GOIÁS;4688;1407;14.5;90.12;7.11;9.42;58.13;26.58;8.32;3.33;359.537834;9.722761013;2.113209198;Baixo;Baixo;Baixo
571;5219753;SANTO ANTÔNIO DO DESCOBERTO;63071;17892;29.33;55.51;17.58;11.03;66.39;40.63;15.35;3.53;583.6503588;22.55519186;0.206295337;Baixo;Baixo;Baixo
572;5219803;SÃO DOMINGOS;11147;3295;39.18;93.81;43.92;22.29;71.78;58.36;36.6;3.38;28.02516425;43.64598642;117.5696639;Baixo;Baixo;Alto
573;5219902;SÃO FRANCISCO DE GOIÁS;6086;2020;29.7;98.32;27.08;14.96;58.99;34.11;13.02;3.01;470.2729626;46.67075043;14.62232956;Baixo;Baixo;Baixo
574;5220009;SÃO JOÃO D'ALIANÇA;10136;2816;37.14;94;36.79;14.76;74.43;49.15;20.06;3.6;243.4433848;5.169491573;9.534686757;Baixo;Baixo;Baixo
575;5220058;SÃO JOÃO DA PARAÚNA;1689;610;26.23;15.41;22.62;11.78;48.49;32.3;11.48;2.77;178.4216364;78.76407129;34.06400044;Baixo;Medio;Medio
576;5220108;SÃO LUÍS DE MONTES BELOS;29822;10464;15.77;43.6;10.52;9.54;51.02;23.98;5.97;2.85;1848.834844;36.66440626;6.733816299;Medio;Baixo;Baixo
577;5220157;SÃO LUÍZ DO NORTE;4605;1501;57.89;85.08;18.12;15.81;63.31;37.04;12.33;3.07;131.2470254;57.88247486;2.137879248;Baixo;Baixo;Baixo
578;5220207;SÃO MIGUEL DO ARAGUAIA;22111;7264;45.75;56.17;17.13;11.92;60.09;38.7;14.65;3.04;679.9378663;203.2279854;33.98934396;Baixo;Alto;Medio
579;5220264;SÃO MIGUEL DO PASSA QUATRO;3713;1238;46.04;61.07;33.44;12.34;44.98;24.47;6.95;3;498.3339333;29.95888414;2.476954849;Baixo;Baixo;Baixo
580;5220280;SÃO PATRÍCIO;1990;701;41.37;79.89;36.95;11.66;49.72;32.95;8.13;2.84;104.6060046;16.97584432;3.685692162;Baixo;Baixo;Baixo
581;5220405;SÃO SIMÃO;16863;5526;3;13.5;3.09;11.43;59.42;21.66;6.23;3.05;2638.954903;115.5035304;6.055323711;Alto;Medio;Baixo
582;5220454;SENADOR CANEDO;84282;24260;18.89;74.74;1.46;8.79;66.17;31.06;9.59;3.47;1099.802589;61.16079021;2.480015401;Medio;Medio;Baixo
583;5220504;SERRANÓPOLIS;7408;2423;26.78;97.15;22.99;12.1;63.09;22.95;7.3;3.06;2474.706735;6.746343666;56.33301717;Alto;Baixo;Alto
584;5220603;SILVÂNIA;18942;6162;35.91;60.97;33.35;8.58;50.26;25.51;7.34;3.07;214.6396349;22.26601114;0.644815116;Baixo;Baixo;Baixo
585;5220686;SIMOLÂNDIA;6464;1824;16.61;98.57;18.97;17.53;73.15;56.63;24.29;3.54;745.2228343;56.69224543;13.91347464;Baixo;Baixo;Baixo
